filename,x,y,top,left,class
BCW3A57_20220105_151314_76.jpg,75,179,90,96,lateral_direita
8984SDS_20220103_134924_25_flipped.jpg,20,109,109,129,lateral_direita
RCP5B84_20220113_071052_2.jpg,133,139,107,133,lateral_direita
BBX7649_20220103_162224_49.jpg,77,70,128,164,lateral_direita
GCN8757_20220118_053213_39_flipped.jpg,43,216,98,111,lateral_direita
ELS1879_20220105_060215_48.jpg,93,118,112,132,lateral_direita
EZU8866_20220117_134957_24_flipped.jpg,49,80,100,132,lateral_direita
DPJ0H87_20220111_060304_33_flipped.jpg,39,153,135,177,lateral_direita
PUA9435_20220114_174619_21.jpg,153,155,110,147,lateral_direita
DKK5933_20220111_095339_26_flipped.jpg,168,105,95,137,lateral_direita
RMW0F64_20220104_170221_0.jpg,42,82,139,182,lateral_direita
JTP633_20220112_143656_19.jpg,61,21,121,172,lateral_direita
WFQ788_20220112_064038_3.jpg,70,165,86,103,lateral_direita
DPJ0H87_20220104_073858_34_flipped.jpg,109,137,114,136,lateral_direita
RAF4210_20220111_133420_19.jpg,116,157,82,110,lateral_direita
FUD0G83_20220114_072201_13.jpg,153,101,99,128,lateral_direita
EMU2520_20220112_101338_1.jpg,220,208,79,112,lateral_direita
FYZ5023_20220111_121327_28.jpg,109,74,94,119,lateral_direita
RNS0J90_20220114_163545_11_flipped.jpg,168,150,104,140,lateral_direita
KPW6E28_20220118_135003_26.jpg,27,97,124,141,lateral_direita
BKZ8774_20220113_101850_40.jpg,118,191,112,141,lateral_direita
JDC2209_20220107_140930_25.jpg,158,203,87,100,lateral_direita
FSZ4610_20220104_060552_1_flipped.jpg,110,199,120,157,lateral_direita
RNY9D02_20220107_004514_89.jpg,248,234,104,159,lateral_direita
PUA9435_20220114_174619_30.jpg,147,157,107,148,lateral_direita
OSY2195_20220111_141634_74_flipped.jpg,95,109,107,137,lateral_direita
OOH2650_20220115_020401_64.jpg,139,111,112,130,lateral_direita
EZN2A84_20220115_233238_86_flipped.jpg,78,269,93,113,lateral_direita
FUJ0982_20220103_191925_5.jpg,106,228,102,130,lateral_direita
JDO8020_20220106_071945_27.jpg,85,178,79,110,lateral_direita
QVS2I11_20220114_052324_4_flipped.jpg,121,187,104,127,lateral_direita
RBC3E26_20220111_064045_33.jpg,113,261,84,108,lateral_direita
NWC5003_20220105_071754_14_flipped.jpg,112,13,110,146,lateral_direita
BKZ8774_20220111_125654_30.jpg,131,205,96,133,lateral_direita
MMD7330_20220118_002631_2.jpg,94,115,107,129,lateral_direita
TESTE02_20220101_130221_20.jpg,169,300,97,116,lateral_direita
QUG4623_20220103_165637_10_flipped.jpg,149,148,106,133,lateral_direita
FTD0825_20220116_070418_39.jpg,90,152,102,131,lateral_direita
RLM6H57_20220107_115801_24_flipped.jpg,74,141,99,132,lateral_direita
OTQ7821_20220115_070640_16.jpg,111,62,115,145,lateral_direita
CUD5335_20220115_112704_64.jpg,116,191,97,112,lateral_direita
RNM0A11_20220106_181204_8.jpg,155,69,113,142,lateral_direita
GGU7E36_20220111_174715_6_flipped.jpg,156,238,116,148,lateral_direita
NPL2373_20220110_111054_39.jpg,73,200,83,118,lateral_direita
HYO8412_20220117_120919_74_flipped.jpg,112,188,120,150,lateral_direita
ERI7993_20220116_120434_5.jpg,151,270,98,127,lateral_direita
RKY2G75_20220117_083829_2_flipped.jpg,109,57,107,155,lateral_direita
QXQ9A92_20220107_110031_24.jpg,130,-1,140,145,lateral_direita
CQN6E75_20220104_142905_10.jpg,61,73,102,138,lateral_direita
BVT7E53_20220107_113049_33_flipped.jpg,133,188,126,172,lateral_direita
PXB4882_20220114_071714_34_flipped.jpg,4,242,96,119,lateral_direita
RKY2G75_20220115_103454_22_flipped.jpg,44,63,111,151,lateral_direita
DJF6408_20220110_145948_53.jpg,49,53,100,135,lateral_direita
FUJ0982_20220103_191925_50.jpg,124,216,100,133,lateral_direita
GET8517_20220113_074509_9_flipped.jpg,162,204,98,119,lateral_direita
RNV1F31_20220106_234818_45.jpg,121,186,101,125,lateral_direita
5979SJS_20220116_170427_5.jpg,55,137,102,133,lateral_direita
OLC4515_20220106_181410_49.jpg,85,179,110,143,lateral_direita
RLM6H57_20220103_105205_27.jpg,158,203,96,127,lateral_direita
DMZ6F45_20220106_071332_39.jpg,100,58,94,119,lateral_direita
WFQ788_20220115_172340_47.jpg,123,121,100,129,lateral_direita
OPC4292_20220107_063814_58.jpg,77,29,93,126,lateral_direita
EGX7541_20220118_005247_25.jpg,173,152,88,117,lateral_direita
CUB1358_20220118_133049_53.jpg,130,190,112,145,lateral_direita
GBE2926_20220104_231407_30.jpg,93,129,109,146,lateral_direita
OSY4092_20220115_103138_0_flipped.jpg,113,39,110,144,lateral_direita
RNW2E78_20220113_103705_27.jpg,132,11,135,182,lateral_direita
FMH5571_20220103_163414_57.jpg,80,277,111,138,lateral_direita
DIG6402_20220107_160644_30.jpg,89,205,99,138,lateral_direita
TESTE01_20220102_082524_31.jpg,146,219,120,149,lateral_direita
DKK5933_20220107_012549_6_flipped.jpg,160,109,103,140,lateral_direita
PYU0261_20220116_153743_27_flipped.jpg,82,121,109,133,lateral_direita
BBX7649_20220105_101835_15.jpg,141,78,108,146,lateral_direita
15111111_20220111_185542_27.jpg,114,198,105,139,lateral_direita
FTD0825_20220118_125614_43_flipped.jpg,13,147,117,166,lateral_direita
PLJ1F63_20220114_131337_54.jpg,113,30,111,156,lateral_direita
AVT2496_20220110_073925_1.jpg,152,131,106,130,lateral_direita
QLS4E40_20220112_173913_15.jpg,96,68,114,137,lateral_direita
EJZ9500_20220113_154921_17.jpg,126,97,112,138,lateral_direita
RFM8G63_20220104_130453_45.jpg,26,103,106,121,lateral_direita
BEZ5G78_20220109_131239_51.jpg,154,146,98,110,lateral_direita
PXX0235_20220104_123625_6.jpg,27,120,119,123,lateral_direita
FFI7289_20220110_170848_38.jpg,141,212,110,116,lateral_direita
15111111_20220117_161020_37.jpg,86,253,87,107,lateral_direita
TDB2021_20220111_102142_11.jpg,32,96,98,110,lateral_direita
PUP3297_20220113_145305_73_flipped.jpg,89,138,109,133,lateral_direita
BCD7118_20220117_063352_54.jpg,88,143,96,124,lateral_direita
GFT8E41_20220112_065549_4.jpg,128,144,100,129,lateral_direita
RFZ6D57_20220117_155626_28.jpg,64,165,108,141,lateral_direita
WEP211_20220108_092009_30.jpg,182,123,108,146,lateral_direita
DIG6402_20220109_115302_4.jpg,131,190,108,141,lateral_direita
RFZ6H03_20220103_140810_6.jpg,161,226,82,99,lateral_direita
7974SDS_20220107_054450_48_flipped.jpg,137,108,94,121,lateral_direita
FCG3H85_20220113_084511_41_flipped.jpg,128,103,107,150,lateral_direita
KVY7433_20220112_193820_10.jpg,223,150,93,115,lateral_direita
6861SJS_20220108_173925_0.jpg,52,133,120,155,lateral_direita
EKH8092_20220117_210115_0.jpg,106,121,99,132,lateral_direita
NSG2074_20220113_175650_23.jpg,75,128,109,134,lateral_direita
QOX8813_20220112_165901_26.jpg,62,119,100,135,lateral_direita
TESTE02_20220115_160135_0_flipped.jpg,141,135,90,126,lateral_direita
EFW3564_20220113_084431_52.jpg,91,174,83,114,lateral_direita
LRZ6663_20220117_053946_41_flipped.jpg,34,190,109,138,lateral_direita
ELS1879_20220105_060215_28.jpg,106,101,114,132,lateral_direita
CMF0542_20220118_031719_47.jpg,24,172,102,148,lateral_direita
PYN3746_20220114_154808_5.jpg,116,137,96,116,lateral_direita
DBN6638_20220103_143938_9.jpg,98,176,106,135,lateral_direita
PUW0C49_20220106_172939_26.jpg,61,81,89,116,lateral_direita
QVW7B35_20220104_091206_35_flipped.jpg,135,176,89,106,lateral_direita
PLJ1F63_20220114_131337_57.jpg,114,32,107,154,lateral_direita
JKU556_20220117_124130_17.jpg,185,189,117,146,lateral_direita
JHS2157_20220106_174407_56.jpg,27,138,127,151,lateral_direita
EJZ9500_20220113_154921_31.jpg,134,88,106,134,lateral_direita
PVC6215_20220102_172759_25.jpg,157,26,107,130,lateral_direita
FSZ4610_20220104_063817_13_flipped.jpg,38,233,108,145,lateral_direita
FNN7931_20220117_094756_7.jpg,136,195,99,127,lateral_direita
EWY0954_20220116_190020_13.jpg,61,109,83,117,lateral_direita
HIJ4854_20220103_132949_19_flipped.jpg,113,63,132,171,lateral_direita
CUD5335_20220115_112704_19.jpg,134,170,93,118,lateral_direita
RNS0J90_20220114_163545_42_flipped.jpg,177,158,104,139,lateral_direita
BWM4121_20220107_004923_28.jpg,123,125,84,110,lateral_direita
QDR6244_20220112_140824_9.jpg,82,115,99,137,lateral_direita
AVT2496_20220110_073925_23.jpg,143,128,110,142,lateral_direita
ABJ4C04_20220111_192049_17_flipped.jpg,93,184,101,133,lateral_direita
OTG6116_20220118_070735_51.jpg,71,70,101,129,lateral_direita
RME8B13_20220114_161155_16.jpg,133,206,99,140,lateral_direita
RNC6G42_20220103_152956_57.jpg,96,95,110,143,lateral_direita
QXQ9A92_20220107_110031_8.jpg,145,8,107,149,lateral_direita
WFQ788_20220107_144209_7_flipped.jpg,121,75,102,129,lateral_direita
RNJ4H40_20220103_135744_51_flipped.jpg,103,145,120,136,lateral_direita
ECM0881_20220111_054111_17.jpg,141,121,94,120,lateral_direita
FCO2116_20220111_095554_52.jpg,183,185,88,120,lateral_direita
PJA0899_20220109_105412_29.jpg,159,127,90,120,lateral_direita
FEE0609_20220115_101641_3_flipped.jpg,27,166,110,151,lateral_direita
RFF6G29_20220115_174427_15.jpg,36,164,98,145,lateral_direita
RMX3I56_20220110_141112_40_flipped.jpg,115,235,102,119,lateral_direita
FTD0825_20220118_125614_30_flipped.jpg,28,140,115,159,lateral_direita
OUW2568_20220103_125619_20.jpg,27,79,109,142,lateral_direita
6861SGS_20220117_150405_42.jpg,-1,216,84,132,lateral_direita
PMP5177_20220105_103306_0.jpg,117,239,111,137,lateral_direita
8011SES_20220108_114636_37.jpg,141,167,95,121,lateral_direita
KRG2D90_20220115_130722_6.jpg,105,67,100,149,lateral_direita
BVT7E53_20220107_154645_26.jpg,144,199,106,129,lateral_direita
PLV0H52_20220107_192832_52.jpg,43,54,119,167,lateral_direita
JKU556_20220117_124130_74.jpg,52,184,115,151,lateral_direita
JDO8020_20220106_071945_71.jpg,92,177,84,114,lateral_direita
TESTE01_20220106_115752_53.jpg,155,107,110,131,lateral_direita
15111111_20220105_141958_36.jpg,122,182,101,136,lateral_direita
OUW2568_20220103_125619_22.jpg,50,55,105,125,lateral_direita
TESTE01_20220104_124342_21.jpg,96,273,116,143,lateral_direita
DKK5933_20220111_081223_36_flipped.jpg,148,99,105,134,lateral_direita
RNJ1G83_20220109_093848_38_flipped.jpg,23,177,115,141,lateral_direita
FNN7931_20220114_083926_21.jpg,127,196,88,129,lateral_direita
FWJ9349_20220103_135157_10.jpg,150,76,98,136,lateral_direita
GGU7E36_20220108_140414_69_flipped.jpg,151,228,115,138,lateral_direita
PWE4H72_20220103_133345_29.jpg,117,146,102,130,lateral_direita
15111111_20220104_145805_31.jpg,119,108,88,116,lateral_direita
PVC6215_20220102_172759_32.jpg,156,43,100,122,lateral_direita
NF538698_20220102_122129_43_flipped.jpg,151,148,95,113,lateral_direita
RNV1F31_20220105_122115_30.jpg,165,121,135,167,lateral_direita
TESTE02_20220113_110341_63.jpg,145,173,103,154,lateral_direita
15111111_20220111_120505_24.jpg,151,202,125,202,lateral_direita
HYC9517_20220106_135653_52.jpg,100,274,98,111,lateral_direita
PLJ1F63_20220114_131337_21.jpg,59,62,102,143,lateral_direita
QXQ9A92_20220107_110031_46.jpg,112,0,133,146,lateral_direita
CQN6E75_20220113_133627_40_flipped.jpg,168,45,97,143,lateral_direita
RNP8F44_20220107_193920_48.jpg,166,126,98,122,lateral_direita
EVO9B26_20220114_140539_51_flipped.jpg,76,200,89,89,lateral_direita
PYU0260_20220105_215920_8_flipped.jpg,93,137,113,134,lateral_direita
6377SJS_20220118_101809_2_flipped.jpg,116,206,101,113,lateral_direita
OTQ7821_20220115_070640_11.jpg,127,65,109,134,lateral_direita
RNV1F31_20220106_234818_33.jpg,127,174,100,119,lateral_direita
FEE0612_20220106_164741_2.jpg,136,207,100,148,lateral_direita
8011SES_20220108_114636_62.jpg,133,169,96,121,lateral_direita
RMH6A67_20220114_115321_2.jpg,126,58,122,149,lateral_direita
OOH2650_20220112_213050_12.jpg,119,121,108,125,lateral_direita
TESTE02_20220111_070756_50_flipped.jpg,59,63,106,142,lateral_direita
RJK5I20_20220103_002514_53_flipped.jpg,40,109,126,174,lateral_direita
CUE5261_20220102_154359_73.jpg,0,176,71,130,lateral_direita
CUE5261_20220102_183342_37_flipped.jpg,147,117,96,125,lateral_direita
CMF0560_20220115_011155_74.jpg,83,120,117,133,lateral_direita
PZK8575_20220102_182952_44.jpg,89,218,117,148,lateral_direita
TTN474_20220103_184109_49.jpg,129,204,100,132,lateral_direita
PZK1D38_20220106_130049_24.jpg,87,224,115,141,lateral_direita
RCZ5C18_20220116_095643_73.jpg,187,41,103,138,lateral_direita
TESTE02_20220111_070756_25_flipped.jpg,103,35,104,148,lateral_direita
TESTE01_20220108_181005_34.jpg,213,108,93,109,lateral_direita
FHE4624_20220102_074844_18.jpg,130,50,89,122,lateral_direita
TESTE02_20220118_095546_17.jpg,192,286,83,115,lateral_direita
EEE2669_20220116_134125_35_flipped.jpg,112,170,105,127,lateral_direita
KWC9I21_20220111_062734_3.jpg,120,145,94,107,lateral_direita
NWC5003_20220118_075815_7_flipped.jpg,135,56,85,107,lateral_direita
GHR3491_20220112_203046_0.jpg,89,19,128,169,lateral_direita
DKK5933_20220111_081223_4_flipped.jpg,145,83,107,146,lateral_direita
15111111_20220106_152130_31.jpg,94,226,103,134,lateral_direita
QDW4H41_20220118_141436_55.jpg,118,72,108,151,lateral_direita
EXW0129_20220102_072240_21.jpg,129,87,108,133,lateral_direita
SZQ752_20220105_022536_47.jpg,17,67,120,163,lateral_direita
8984SDS_20220103_134924_1_flipped.jpg,23,107,114,132,lateral_direita
PQP7597_20220108_071702_30.jpg,127,234,77,99,lateral_direita
TESTE02_20220111_041521_69.jpg,122,115,117,143,lateral_direita
CMF0530_20220108_133655_4.jpg,92,160,106,135,lateral_direita
GEN4C27_20220114_195607_9.jpg,112,74,120,163,lateral_direita
RFB5I27_20220106_143743_5_flipped.jpg,41,125,141,175,lateral_direita
QMN5F26_20220107_152544_0.jpg,147,232,110,141,lateral_direita
GVE9G16_20220118_120523_62.jpg,151,97,107,151,lateral_direita
LMZ0J15_20220107_120453_43.jpg,129,87,105,133,lateral_direita
KPA6C04_20220111_173521_0.jpg,127,69,109,148,lateral_direita
8668SIS_20220105_101316_15_flipped.jpg,101,201,97,124,lateral_direita
TESTE01_20220114_171440_53.jpg,157,76,114,146,lateral_direita
ERI7993_20220113_220341_51_flipped.jpg,150,158,94,124,lateral_direita
QOX8813_20220112_165901_28.jpg,65,117,104,137,lateral_direita
PUP6215_20220106_092644_72_flipped.jpg,23,85,99,138,lateral_direita
OYC4323_20220109_072945_42.jpg,126,116,88,107,lateral_direita
TESTE02_20220115_160135_16_flipped.jpg,142,123,89,130,lateral_direita
KWJ5G94_20220117_082416_8.jpg,160,243,117,144,lateral_direita
RFQ1H80_20220105_065857_17_flipped.jpg,96,116,110,138,lateral_direita
QDP8322_20220108_182241_9.jpg,68,78,112,147,lateral_direita
NWC5003_20220105_071754_20_flipped.jpg,106,12,114,153,lateral_direita
7974SDS_20220107_054450_38_flipped.jpg,139,105,85,120,lateral_direita
EXW0129_20220102_053713_3.jpg,55,86,126,158,lateral_direita
RBC3E26_20220110_205814_35.jpg,112,253,86,100,lateral_direita
DIG6402_20220109_115302_26.jpg,106,194,102,136,lateral_direita
QVS2I11_20220114_052324_1_flipped.jpg,124,195,105,129,lateral_direita
FCN9C42_20220112_221535_45.jpg,92,118,103,132,lateral_direita
JKU556_20220112_141050_20.jpg,88,185,120,150,lateral_direita
CMF0560_20220115_011155_52.jpg,92,115,110,138,lateral_direita
GET8517_20220105_165545_70_flipped.jpg,167,205,102,123,lateral_direita
CUB1398_20220114_081228_2_flipped.jpg,115,173,101,136,lateral_direita
KWJ5G94_20220117_082416_29.jpg,109,260,117,146,lateral_direita
QBA1C94_20220105_063704_60.jpg,150,86,87,116,lateral_direita
OTI4497_20220111_154444_0.jpg,42,140,115,122,lateral_direita
TESTE01_20220116_154154_31.jpg,144,269,100,138,lateral_direita
FST6782_20220107_133923_10_flipped.jpg,44,87,133,172,lateral_direita
15111111_20220113_070315_34.jpg,56,226,85,107,lateral_direita
RNV1F31_20220106_234818_37.jpg,127,177,100,117,lateral_direita
FCO2116_20220109_095057_52.jpg,135,149,87,116,lateral_direita
15111111_20220106_152130_9.jpg,92,220,106,126,lateral_direita
OSY2195_20220111_141634_17.jpg,117,95,111,136,lateral_direita
PVM8148_20220113_090516_19_flipped.jpg,36,186,107,131,lateral_direita
RBC3E26_20220110_205814_5.jpg,125,243,84,101,lateral_direita
OPC4292_20220107_063814_50.jpg,81,20,97,131,lateral_direita
TDB2021_20220111_102142_50.jpg,37,89,101,116,lateral_direita
OLC4515_20220106_181410_68.jpg,79,178,103,134,lateral_direita
GCN8757_20220118_053213_22_flipped.jpg,70,201,100,116,lateral_direita
PVM8148_20220113_090516_28_flipped.jpg,63,178,122,144,lateral_direita
FFI7289_20220114_205352_27_flipped.jpg,79,201,110,140,lateral_direita
RCP5B84_20220113_071052_0.jpg,130,142,102,134,lateral_direita
GBU2G72_20220114_214926_32.jpg,154,52,108,123,lateral_direita
FRM0567_20220110_094728_40_flipped.jpg,44,128,119,148,lateral_direita
DKK5933_20220107_012549_37_flipped.jpg,133,129,108,135,lateral_direita
RFZ6D57_20220117_155626_36.jpg,22,176,100,144,lateral_direita
FCX2062_20220109_090420_11.jpg,142,246,104,133,lateral_direita
GGU7E36_20220111_174715_39_flipped.jpg,160,231,108,147,lateral_direita
FWW1016_20220102_144628_72.jpg,147,109,84,112,lateral_direita
GFF7F97_20220118_111541_33.jpg,104,181,95,134,lateral_direita
RCZ5C18_20220116_095643_37.jpg,124,37,113,149,lateral_direita
PTW1B00_20220108_075718_39.jpg,133,139,99,119,lateral_direita
MMD7330_20220111_212620_27.jpg,91,126,112,135,lateral_direita
OYJ8921_20220107_085555_6.jpg,120,73,100,128,lateral_direita
RNX7I02_20220107_105307_25.jpg,48,135,120,154,lateral_direita
AVD5288_20220109_212408_3_flipped.jpg,73,93,121,160,lateral_direita
BBX7649_20220105_101835_20.jpg,131,95,110,137,lateral_direita
SZQ752_20220106_215234_31.jpg,0,82,89,143,lateral_direita
AWP6206_20220110_193115_32.jpg,123,169,105,139,lateral_direita
DIG6402_20220102_200410_8_flipped.jpg,63,186,120,150,lateral_direita
SZQ752_20220105_022536_42.jpg,18,66,124,161,lateral_direita
JDC2209_20220107_140930_40.jpg,149,187,94,111,lateral_direita
KXE7F34_20220112_075549_52.jpg,-1,225,114,166,lateral_direita
15111111_20220104_182728_53.jpg,142,208,106,137,lateral_direita
GVE9G16_20220114_082159_52.jpg,147,138,107,146,lateral_direita
EZU8866_20220117_134957_17_flipped.jpg,33,88,104,129,lateral_direita
TESTE01_20220102_082524_19.jpg,176,217,120,151,lateral_direita
GCD1B10_20220109_173037_26.jpg,117,3,99,127,lateral_direita
OSY4092_20220115_103138_20_flipped.jpg,79,49,106,146,lateral_direita
NRU0638_20220116_124301_64.jpg,91,60,94,119,lateral_direita
FEE0611_20220103_152820_32.jpg,79,151,114,156,lateral_direita
JDO8020_20220106_071945_49.jpg,89,164,85,123,lateral_direita
6756SHS_20220107_090420_77.jpg,78,165,122,163,lateral_direita
GCU7C34_20220116_155234_0.jpg,133,266,97,124,lateral_direita
TESTE01_20220104_104208_16.jpg,184,78,106,150,lateral_direita
PTW1B00_20220110_165231_21.jpg,86,170,101,114,lateral_direita
BCD7118_20220117_063352_51.jpg,75,159,97,111,lateral_direita
LMS0A34_20220114_174213_15.jpg,43,152,98,124,lateral_direita
WEM138_20220107_065529_29_flipped.jpg,129,131,104,129,lateral_direita
PJK3008_20220112_082932_46.jpg,84,144,106,139,lateral_direita
FZZ3223_20220105_164402_11_flipped.jpg,41,137,118,157,lateral_direita
AVT2496_20220110_073925_28.jpg,122,131,101,142,lateral_direita
GBE2926_20220106_014745_26.jpg,96,189,92,126,lateral_direita
FDE3015_20220113_141238_9.jpg,153,178,106,146,lateral_direita
QMN5F26_20220102_135646_15_flipped.jpg,96,133,106,131,lateral_direita
QVW2E58_20220110_115529_33.jpg,6,156,132,158,lateral_direita
GFF7F97_20220118_111541_8.jpg,136,165,98,140,lateral_direita
FUJ0982_20220112_090542_51.jpg,27,239,109,146,lateral_direita
EJZ9500_20220113_154921_40.jpg,148,85,105,138,lateral_direita
NF538698_20220103_102445_39.jpg,92,121,98,124,lateral_direita
QRH4G75_20220114_081758_20.jpg,99,241,87,102,lateral_direita
KXE7F34_20220112_075549_8.jpg,34,181,136,173,lateral_direita
RCZ5C18_20220101_084421_49.jpg,48,30,115,164,lateral_direita
RMG7G57_20220102_141700_26_flipped.jpg,73,78,124,141,lateral_direita
RIX8H44_20220118_145439_62_flipped.jpg,136,184,98,122,lateral_direita
GFT8E41_20220112_065549_2.jpg,124,143,98,134,lateral_direita
PLV0H52_20220107_192832_48.jpg,43,55,120,166,lateral_direita
FCT8171_20220113_181320_39.jpg,86,45,112,151,lateral_direita
RFC2J89_20220111_104948_19_flipped.jpg,106,9,94,133,lateral_direita
FWJ9349_20220115_171239_14.jpg,120,105,109,154,lateral_direita
OOH2650_20220115_024548_33.jpg,105,128,104,133,lateral_direita
GBD5596_20220105_192949_22_flipped.jpg,103,90,98,128,lateral_direita
GEE2E82_20220111_074716_26.jpg,147,190,131,165,lateral_direita
RGA4F28_20220117_164328_1_flipped.jpg,138,210,112,143,lateral_direita
DRT2A71_20220104_090344_24_flipped.jpg,117,39,119,135,lateral_direita
RNW2E78_20220113_103705_18.jpg,138,6,132,189,lateral_direita
EKH8092_20220113_122352_18.jpg,98,88,107,133,lateral_direita
EMU2520_20220108_155427_30.jpg,195,185,96,132,lateral_direita
JKU556_20220117_124130_68.jpg,45,190,113,153,lateral_direita
EXW0129_20220102_053713_8.jpg,2,113,111,143,lateral_direita
RMX3I55_20220111_171241_47_flipped.jpg,15,136,106,125,lateral_direita
TESTE01_20220114_114552_23_flipped.jpg,33,82,104,130,lateral_direita
GET8517_20220113_074509_65.jpg,101,213,104,116,lateral_direita
DPJ0H87_20220104_073858_41_flipped.jpg,152,140,105,138,lateral_direita
CUX8800_20220117_080914_24.jpg,85,55,118,166,lateral_direita
LQJ8A58_20220103_061107_35.jpg,125,178,92,124,lateral_direita
PVC5104_20220114_144030_19.jpg,52,263,119,140,lateral_direita
7993SGS_20220110_020225_3_flipped.jpg,160,23,104,133,lateral_direita
QBA1D04_20220108_054234_32.jpg,134,113,107,128,lateral_direita
RCU8B87_20220104_161702_38.jpg,128,124,92,126,lateral_direita
6996SIS_20220105_135207_62.jpg,131,251,100,128,lateral_direita
PVM8148_20220113_090516_8_flipped.jpg,28,200,103,123,lateral_direita
TDB2021_20220111_102142_14.jpg,26,101,96,104,lateral_direita
PQP7597_20220113_050539_28.jpg,28,173,101,130,lateral_direita
RAF4210_20220105_143902_34.jpg,13,219,110,148,lateral_direita
EKH8092_20220117_191904_8.jpg,124,121,99,134,lateral_direita
ODN9135_20220117_081606_41.jpg,76,58,95,117,lateral_direita
RFF0J94_20220110_135642_43.jpg,97,167,116,164,lateral_direita
GKC1441_20220116_090039_16_flipped.jpg,115,185,97,109,lateral_direita
RFZ6D54_20220106_175447_39_flipped.jpg,62,64,92,109,lateral_direita
LMU6G11_20220110_170552_6.jpg,86,23,104,133,lateral_direita
QRH4G75_20220114_081758_55.jpg,89,256,86,108,lateral_direita
5979SJS_20220117_084002_29.jpg,95,120,111,125,lateral_direita
LUA4D18_20220115_111533_20.jpg,116,195,105,143,lateral_direita
7914SDS_20220109_122136_19_flipped.jpg,47,56,117,169,lateral_direita
QXQ9A92_20220116_060741_41.jpg,134,0,93,119,lateral_direita
ODN9135_20220112_141939_45.jpg,86,90,105,116,lateral_direita
FOL1699_20220109_085643_58_flipped.jpg,153,140,93,128,lateral_direita
QXZ4J36_20220104_163302_26.jpg,0,51,75,116,lateral_direita
EWY0954_20220116_160545_6_flipped.jpg,166,77,108,133,lateral_direita
CUB1358_20220118_133049_51.jpg,138,190,111,138,lateral_direita
WEM138_20220107_065529_61_flipped.jpg,97,152,101,121,lateral_direita
KOX8F55_20220115_053321_25.jpg,66,102,108,144,lateral_direita
RFZ6D54_20220104_023716_40.jpg,103,24,101,135,lateral_direita
FUJ0982_20220110_175559_19.jpg,117,181,126,164,lateral_direita
RMW0F64_20220104_170221_42.jpg,73,66,124,170,lateral_direita
HYO8412_20220117_120919_49_flipped.jpg,96,190,109,148,lateral_direita
DPX3B69_20220114_174523_18.jpg,83,74,98,119,lateral_direita
MMD7330_20220107_201018_19.jpg,114,109,105,137,lateral_direita
HJZ4063_20220110_111739_31.jpg,111,230,109,166,lateral_direita
