filename,x,y,width,height,class
RFE2B02_20220101_164356_37.jpg,40,127,101,145,lateral_direita
RFE2B02_20220101_164356_32.jpg,48,126,108,153,lateral_direita
RFE2B02_20220101_164356_17.jpg,40,113,103,147,lateral_direita
RFE2B02_20220101_164356_39.jpg,36,130,101,144,lateral_direita
RFE2B02_20220101_164356_20.jpg,27,128,103,146,lateral_direita
RFE2B02_20220101_164356_48.jpg,44,143,109,142,lateral_direita
RFE2B02_20220101_164356_41.jpg,36,129,105,154,lateral_direita
RFE2B02_20220101_164356_21.jpg,27,127,105,145,lateral_direita
RFE2B02_20220101_164356_8.jpg,149,117,103,131,lateral_direita
RFE2B02_20220101_164356_23.jpg,38,123,107,147,lateral_direita
RFE2B02_20220101_164356_10.jpg,176,131,101,131,lateral_direita
RFE2B02_20220101_164356_44.jpg,18,141,119,153,lateral_direita
RFE2B02_20220101_164356_26.jpg,30,129,104,145,lateral_direita
CUB0760_20220106_192937_36.jpg,208,128,129,180,lateral_esquerda
CUB0760_20220106_192937_16.jpg,209,129,123,172,lateral_esquerda
CUB0760_20220106_192937_18.jpg,203,127,127,175,lateral_esquerda
CUB0760_20220106_192937_72.jpg,206,124,130,188,lateral_esquerda
CUB0760_20220106_192937_20.jpg,193,114,138,190,lateral_esquerda
CUB0760_20220106_192937_48.jpg,198,130,126,172,lateral_esquerda
CUB0760_20220106_192937_27.jpg,195,120,127,184,lateral_esquerda
CUB0760_20220106_192937_33.jpg,207,126,125,181,lateral_esquerda
CUB0760_20220106_192937_63.jpg,198,127,131,182,lateral_esquerda
CUB0760_20220106_192937_68.jpg,182,121,133,178,lateral_esquerda
CUB0760_20220106_192937_67.jpg,180,121,134,177,lateral_esquerda
CUB0760_20220106_192937_78.jpg,206,125,131,186,lateral_esquerda
CUB0760_20220106_192937_55.jpg,210,146,123,169,lateral_esquerda
CUB0760_20220106_192937_62.jpg,204,142,131,172,lateral_esquerda
CUB0760_20220106_192937_42.jpg,173,119,137,183,lateral_esquerda
CUB0760_20220106_192937_10.jpg,198,114,128,189,lateral_esquerda
CUB0760_20220106_192937_51.jpg,197,128,128,179,lateral_esquerda
CUB0760_20220106_192937_15.jpg,208,124,128,180,lateral_esquerda
CUB0760_20220106_192937_39.jpg,194,120,137,184,lateral_esquerda
CUB0760_20220106_192937_75.jpg,211,122,131,189,lateral_esquerda
CUB0760_20220106_192937_25.jpg,187,125,127,174,lateral_esquerda
CUB0760_20220106_192937_2.jpg,185,112,132,187,lateral_esquerda
CUB0760_20220106_192937_35.jpg,209,126,124,181,lateral_esquerda
CUB0760_20220106_192937_43.jpg,171,121,141,176,lateral_esquerda
CUB0760_20220106_192937_45.jpg,178,122,129,177,lateral_esquerda
CUB0760_20220106_192937_29.jpg,202,129,124,176,lateral_esquerda
CUB0760_20220106_192937_30.jpg,209,127,126,180,lateral_esquerda
CUB0760_20220106_192937_34.jpg,206,127,128,181,lateral_esquerda
CUB0760_20220106_192937_38.jpg,200,121,132,186,lateral_esquerda
CUB0760_20220106_192937_26.jpg,196,130,125,170,lateral_esquerda
CUB0760_20220106_192937_54.jpg,210,143,122,172,lateral_esquerda
CUB0760_20220106_192937_8.jpg,185,116,129,180,lateral_esquerda
CUB0760_20220106_192937_47.jpg,187,123,127,178,lateral_esquerda
CUB0760_20220106_192937_0.jpg,197,120,130,180,lateral_esquerda
CUB0760_20220106_192937_49.jpg,198,127,126,175,lateral_esquerda
CUB0760_20220106_192937_56.jpg,211,144,121,170,lateral_esquerda
CUB0760_20220106_192937_19.jpg,198,119,134,185,lateral_esquerda
CUB0760_20220106_192937_14.jpg,211,125,126,173,lateral_esquerda
CUB0760_20220106_192937_59.jpg,210,147,123,170,lateral_esquerda
CUB0760_20220106_192937_44.jpg,176,122,131,175,lateral_esquerda
CUB0760_20220106_192937_71.jpg,206,128,126,181,lateral_esquerda
CUB0760_20220106_192937_37.jpg,211,125,125,185,lateral_esquerda
CUB0760_20220106_192937_13.jpg,213,128,119,171,lateral_esquerda
CUB0760_20220106_192937_57.jpg,215,147,117,168,lateral_esquerda
CUB0760_20220106_192937_1.jpg,193,110,132,188,lateral_esquerda
CUB0760_20220106_192937_11.jpg,202,125,125,175,lateral_esquerda
CUB0760_20220106_192937_17.jpg,207,123,126,173,lateral_esquerda
CUB0760_20220106_192937_77.jpg,212,125,128,186,lateral_esquerda
CUB0760_20220106_192937_53.jpg,204,132,125,174,lateral_esquerda
CUB0760_20220106_192937_32.jpg,203,124,132,186,lateral_esquerda
CUB0760_20220106_192937_61.jpg,205,142,130,172,lateral_esquerda
CUB0760_20220106_192937_76.jpg,212,126,132,183,lateral_esquerda
CUB0760_20220106_192937_12.jpg,208,131,126,165,lateral_esquerda
CUB0760_20220106_192937_28.jpg,197,125,126,177,lateral_esquerda
CUB0760_20220106_192937_74.jpg,206,126,133,185,lateral_esquerda
CUB0760_20220106_192937_50.jpg,200,128,123,177,lateral_esquerda
CUB0760_20220106_192937_31.jpg,207,129,128,176,lateral_esquerda
CUB0760_20220106_192937_46.jpg,186,121,126,182,lateral_esquerda
RML6A73_20220113_153546_37.jpg,96,197,116,159,lateral_direita
RML6A73_20220113_153546_36.jpg,92,201,115,154,lateral_direita
RML6A73_20220113_153546_5.jpg,57,216,117,154,lateral_direita
RML6A73_20220113_153546_0.jpg,100,195,127,170,lateral_direita
RML6A73_20220113_153546_35.jpg,91,203,113,150,lateral_direita
RML6A73_20220113_153546_17.jpg,46,215,126,161,lateral_direita
RML6A73_20220113_153546_3.jpg,91,194,124,167,lateral_direita
RML6A73_20220113_153546_18.jpg,50,221,124,155,lateral_direita
RML6A73_20220113_153546_34.jpg,92,205,112,151,lateral_direita
RML6A73_20220113_153546_32.jpg,103,197,120,161,lateral_direita
RML6A73_20220113_153546_39.jpg,106,192,117,159,lateral_direita
RML6A73_20220113_153546_31.jpg,104,201,119,153,lateral_direita
RML6A73_20220113_153546_33.jpg,93,202,113,152,lateral_direita
RML6A73_20220113_153546_38.jpg,102,196,122,157,lateral_direita
RML6A73_20220113_153546_9.jpg,71,197,132,168,lateral_direita
RML6A73_20220113_153546_4.jpg,83,196,121,167,lateral_direita
RML6A73_20220113_153546_30.jpg,111,198,120,157,lateral_direita
RML6A73_20220113_153546_41.jpg,109,189,121,161,lateral_direita
RML6A73_20220113_153546_25.jpg,203,212,132,166,lateral_direita
RML6A73_20220113_153546_6.jpg,55,202,117,162,lateral_direita
RML6A73_20220113_153546_14.jpg,89,191,128,171,lateral_direita
RML6A73_20220113_153546_8.jpg,52,215,115,155,lateral_direita
RML6A73_20220113_153546_15.jpg,49,216,115,155,lateral_direita
RML6A73_20220113_153546_26.jpg,207,203,131,186,lateral_direita
RML6A73_20220113_153546_40.jpg,107,187,118,164,lateral_direita
RML6A73_20220113_153546_7.jpg,53,201,118,164,lateral_direita
RML6A73_20220113_153546_16.jpg,47,219,116,149,lateral_direita
BVT7E53_20220114_105048_40.jpg,115,191,106,142,lateral_direita
BVT7E53_20220114_105048_41.jpg,115,190,107,144,lateral_direita
BVT7E53_20220114_105048_4.jpg,115,192,103,136,lateral_direita
BVT7E53_20220114_105048_23.jpg,117,196,101,135,lateral_direita
BVT7E53_20220114_105048_15.jpg,99,185,104,133,lateral_direita
BVT7E53_20220114_105048_0.jpg,129,190,101,138,lateral_direita
BVT7E53_20220114_105048_9.jpg,111,189,105,139,lateral_direita
BVT7E53_20220114_105048_42.jpg,121,180,106,141,lateral_direita
BVT7E53_20220114_105048_7.jpg,111,190,105,141,lateral_direita
BVT7E53_20220114_105048_24.jpg,114,194,102,142,lateral_direita
BVT7E53_20220114_105048_8.jpg,111,189,105,142,lateral_direita
BVT7E53_20220114_105048_38.jpg,101,195,106,145,lateral_direita
BVT7E53_20220114_105048_39.jpg,102,195,105,143,lateral_direita
BVT7E53_20220114_105048_5.jpg,114,190,102,140,lateral_direita
BVT7E53_20220114_105048_46.jpg,121,181,107,140,lateral_direita
BVT7E53_20220114_105048_34.jpg,102,197,104,141,lateral_direita
BVT7E53_20220114_105048_16.jpg,119,185,100,131,lateral_direita
BVT7E53_20220114_105048_32.jpg,102,198,106,139,lateral_direita
BVT7E53_20220114_105048_28.jpg,105,199,104,136,lateral_direita
BVT7E53_20220114_105048_2.jpg,123,194,102,136,lateral_direita
BVT7E53_20220114_105048_27.jpg,110,199,106,140,lateral_direita
BVT7E53_20220114_105048_43.jpg,122,181,104,140,lateral_direita
BVT7E53_20220114_105048_29.jpg,105,198,104,137,lateral_direita
BVT7E53_20220114_105048_37.jpg,101,198,106,144,lateral_direita
BVT7E53_20220114_105048_44.jpg,114,181,111,139,lateral_direita
BVT7E53_20220114_105048_22.jpg,114,193,103,141,lateral_direita
BVT7E53_20220114_105048_26.jpg,111,198,103,140,lateral_direita
BVT7E53_20220114_105048_36.jpg,101,197,106,145,lateral_direita
BVT7E53_20220114_105048_25.jpg,113,198,102,138,lateral_direita
BVT7E53_20220114_105048_33.jpg,102,201,106,139,lateral_direita
BVT7E53_20220114_105048_35.jpg,102,193,106,145,lateral_direita
BVT7E53_20220114_105048_47.jpg,121,180,114,142,lateral_direita
BVT7E53_20220114_105048_6.jpg,114,190,102,142,lateral_direita
BVT7E53_20220114_105048_1.jpg,127,192,101,139,lateral_direita
BVT7E53_20220114_105048_45.jpg,115,179,106,143,lateral_direita
BVT7E53_20220114_105048_30.jpg,105,198,101,138,lateral_direita
BVT7E53_20220114_105048_3.jpg,120,191,103,139,lateral_direita
BVT7E53_20220114_105048_13.jpg,117,183,104,135,lateral_direita
BVT7E53_20220114_105048_31.jpg,104,197,104,141,lateral_direita
CUB1358_20220118_133049_53.jpg,130,190,112,145,lateral_direita
CUB1358_20220118_133049_51.jpg,138,190,112,138,lateral_direita
CUB1358_20220118_133049_69.jpg,202,191,116,151,lateral_direita
CUB1358_20220118_133049_25.jpg,137,180,116,144,lateral_direita
CUB1358_20220118_133049_29.jpg,142,178,110,145,lateral_direita
CUB1358_20220118_133049_63.jpg,117,196,109,138,lateral_direita
CUB1358_20220118_133049_24.jpg,137,180,115,143,lateral_direita
CUB1358_20220118_133049_60.jpg,120,193,103,144,lateral_direita
CUB1358_20220118_133049_61.jpg,118,194,104,146,lateral_direita
CUB1358_20220118_133049_14.jpg,143,183,117,151,lateral_direita
CUB1358_20220118_133049_11.jpg,147,182,116,137,lateral_direita
CUB1358_20220118_133049_4.jpg,155,178,109,141,lateral_direita
CUB1358_20220118_133049_62.jpg,118,197,100,149,lateral_direita
CUB1358_20220118_133049_32.jpg,142,177,110,150,lateral_direita
CUB1358_20220118_133049_33.jpg,139,176,112,149,lateral_direita
CUB1358_20220118_133049_59.jpg,121,193,109,139,lateral_direita
CUB1358_20220118_133049_31.jpg,143,179,108,145,lateral_direita
CUB1358_20220118_133049_54.jpg,126,190,117,147,lateral_direita
CUB1358_20220118_133049_12.jpg,147,182,116,139,lateral_direita
CUB1358_20220118_133049_23.jpg,139,177,116,147,lateral_direita
CUB1358_20220118_133049_57.jpg,122,191,115,138,lateral_direita
CUB1358_20220118_133049_37.jpg,136,180,120,140,lateral_direita
CUB1358_20220118_133049_2.jpg,140,176,112,147,lateral_direita
CUB1358_20220118_133049_50.jpg,139,181,115,141,lateral_direita
CUB1358_20220118_133049_27.jpg,137,188,116,140,lateral_direita
CUB1358_20220118_133049_34.jpg,140,177,109,147,lateral_direita
CUB1358_20220118_133049_56.jpg,127,190,114,141,lateral_direita
CUB1358_20220118_133049_36.jpg,135,181,119,139,lateral_direita
CUB1358_20220118_133049_58.jpg,120,191,113,137,lateral_direita
CUB1358_20220118_133049_26.jpg,140,188,109,144,lateral_direita
CUB1358_20220118_133049_30.jpg,141,187,114,144,lateral_direita
CUB1358_20220118_133049_28.jpg,140,177,114,147,lateral_direita
CUB1358_20220118_133049_68.jpg,201,192,116,148,lateral_direita
CUB1358_20220118_133049_52.jpg,131,189,112,142,lateral_direita
CUB1358_20220118_133049_55.jpg,127,190,118,144,lateral_direita
CUB1358_20220118_133049_35.jpg,136,178,117,146,lateral_direita
VPI0066_20220110_074655_27.jpg,87,146,107,145,lateral_direita
VPI0066_20220110_074655_17.jpg,105,141,119,155,lateral_direita
VPI0066_20220110_074655_11.jpg,98,156,111,145,lateral_direita
VPI0066_20220110_074655_44.jpg,90,161,99,137,lateral_direita
VPI0066_20220110_074655_71.jpg,113,141,106,147,lateral_direita
VPI0066_20220110_074655_65.jpg,103,141,106,148,lateral_direita
VPI0066_20220110_074655_56.jpg,97,145,112,148,lateral_direita
VPI0066_20220110_074655_53.jpg,98,143,113,152,lateral_direita
VPI0066_20220110_074655_62.jpg,107,146,112,145,lateral_direita
VPI0066_20220110_074655_30.jpg,97,156,106,145,lateral_direita
VPI0066_20220110_074655_31.jpg,95,156,109,143,lateral_direita
VPI0066_20220110_074655_57.jpg,99,141,114,155,lateral_direita
VPI0066_20220110_074655_55.jpg,97,151,111,154,lateral_direita
VPI0066_20220110_074655_63.jpg,117,142,105,146,lateral_direita
VPI0066_20220110_074655_22.jpg,97,138,110,149,lateral_direita
VPI0066_20220110_074655_43.jpg,90,159,104,141,lateral_direita
VPI0066_20220110_074655_38.jpg,92,161,101,139,lateral_direita
VPI0066_20220110_074655_25.jpg,88,144,107,149,lateral_direita
VPI0066_20220110_074655_58.jpg,99,142,114,154,lateral_direita
VPI0066_20220110_074655_41.jpg,95,158,108,141,lateral_direita
VPI0066_20220110_074655_26.jpg,87,154,107,146,lateral_direita
VPI0066_20220110_074655_67.jpg,104,155,103,150,lateral_direita
VPI0066_20220110_074655_59.jpg,90,157,107,150,lateral_direita
VPI0066_20220110_074655_60.jpg,90,160,107,141,lateral_direita
VPI0066_20220110_074655_6.jpg,100,141,110,144,lateral_direita
VPI0066_20220110_074655_8.jpg,105,144,116,146,lateral_direita
VPI0066_20220110_074655_28.jpg,88,158,105,139,lateral_direita
VPI0066_20220110_074655_18.jpg,107,141,120,155,lateral_direita
VPI0066_20220110_074655_32.jpg,100,147,110,146,lateral_direita
VPI0066_20220110_074655_54.jpg,98,139,113,155,lateral_direita
VPI0066_20220110_074655_42.jpg,90,157,108,148,lateral_direita
VPI0066_20220110_074655_69.jpg,110,143,107,149,lateral_direita
VPI0066_20220110_074655_46.jpg,91,158,104,144,lateral_direita
VPI0066_20220110_074655_19.jpg,107,141,117,152,lateral_direita
VPI0066_20220110_074655_16.jpg,107,146,113,146,lateral_direita
VPI0066_20220110_074655_48.jpg,96,146,108,143,lateral_direita
VPI0066_20220110_074655_7.jpg,98,144,115,142,lateral_direita
VPI0066_20220110_074655_70.jpg,111,142,108,147,lateral_direita
VPI0066_20220110_074655_23.jpg,95,137,107,154,lateral_direita
VPI0066_20220110_074655_24.jpg,92,146,107,143,lateral_direita
VPI0066_20220110_074655_45.jpg,90,162,99,140,lateral_direita
VPI0066_20220110_074655_29.jpg,90,158,108,139,lateral_direita
VPI0066_20220110_074655_37.jpg,82,161,105,142,lateral_direita
VPI0066_20220110_074655_20.jpg,106,141,115,152,lateral_direita
VPI0066_20220110_074655_34.jpg,90,156,107,144,lateral_direita
VPI0066_20220110_074655_36.jpg,80,160,107,148,lateral_direita
VPI0066_20220110_074655_64.jpg,117,139,103,149,lateral_direita
VPI0066_20220110_074655_49.jpg,99,142,109,153,lateral_direita
VPI0066_20220110_074655_66.jpg,101,143,107,149,lateral_direita
VPI0066_20220110_074655_35.jpg,89,158,108,140,lateral_direita
VPI0066_20220110_074655_33.jpg,100,148,108,141,lateral_direita
VPI0066_20220110_074655_50.jpg,100,146,109,146,lateral_direita
VPI0066_20220110_074655_39.jpg,93,158,107,145,lateral_direita
VPI0066_20220110_074655_52.jpg,101,144,108,146,lateral_direita
VPI0066_20220110_074655_51.jpg,100,141,110,149,lateral_direita
VPI0066_20220110_074655_21.jpg,101,139,108,149,lateral_direita
VPI0066_20220110_074655_2.jpg,104,140,120,148,lateral_direita
VPI0066_20220110_074655_15.jpg,100,149,110,134,lateral_direita
VPI0066_20220110_074655_12.jpg,95,160,112,143,lateral_direita
VPI0066_20220110_074655_47.jpg,95,149,111,140,lateral_direita
VPI0066_20220110_074655_40.jpg,96,158,110,140,lateral_direita
15111111_20220104_194341_43.jpg,126,71,96,126,lateral_direita
15111111_20220104_194341_16.jpg,132,62,96,124,lateral_direita
15111111_20220104_194341_32.jpg,137,69,97,123,lateral_direita
15111111_20220104_194341_38.jpg,125,69,96,127,lateral_direita
15111111_20220104_194341_39.jpg,124,69,96,128,lateral_direita
15111111_20220104_194341_33.jpg,134,70,101,121,lateral_direita
15111111_20220104_194341_35.jpg,128,70,98,125,lateral_direita
15111111_20220104_194341_36.jpg,128,71,97,124,lateral_direita
15111111_20220104_194341_42.jpg,122,71,97,128,lateral_direita
15111111_20220104_194341_4.jpg,132,70,102,126,lateral_direita
15111111_20220104_194341_18.jpg,128,71,98,122,lateral_direita
15111111_20220104_194341_25.jpg,135,57,104,127,lateral_direita
15111111_20220104_194341_17.jpg,129,69,101,123,lateral_direita
15111111_20220104_194341_40.jpg,122,72,98,125,lateral_direita
15111111_20220104_194341_34.jpg,130,69,100,123,lateral_direita
15111111_20220104_194341_46.jpg,131,60,107,126,lateral_direita
15111111_20220104_194341_5.jpg,133,69,102,125,lateral_direita
15111111_20220104_194341_37.jpg,125,70,97,125,lateral_direita
15111111_20220104_194341_44.jpg,127,71,100,126,lateral_direita
15111111_20220104_194341_41.jpg,123,70,96,130,lateral_direita
15111111_20220104_194341_15.jpg,144,61,100,125,lateral_direita
15111111_20220114_094924_30.jpg,167,206,87,115,lateral_esquerda
15111111_20220114_094924_42.jpg,171,207,93,118,lateral_esquerda
15111111_20220114_094924_45.jpg,169,206,91,118,lateral_esquerda
15111111_20220114_094924_1.jpg,121,203,86,113,lateral_esquerda
15111111_20220114_094924_0.jpg,112,208,90,110,lateral_esquerda
15111111_20220114_094924_5.jpg,119,208,89,113,lateral_esquerda
15111111_20220114_094924_31.jpg,163,204,91,117,lateral_esquerda
15111111_20220114_094924_39.jpg,172,207,92,118,lateral_esquerda
15111111_20220114_094924_34.jpg,162,205,91,118,lateral_esquerda
15111111_20220114_094924_20.jpg,159,198,94,121,lateral_esquerda
15111111_20220114_094924_6.jpg,120,205,88,113,lateral_esquerda
15111111_20220114_094924_26.jpg,166,202,88,118,lateral_esquerda
15111111_20220114_094924_33.jpg,162,201,91,119,lateral_esquerda
15111111_20220114_094924_4.jpg,118,203,90,113,lateral_esquerda
15111111_20220114_094924_23.jpg,163,200,89,120,lateral_esquerda
15111111_20220114_094924_44.jpg,170,208,92,117,lateral_esquerda
15111111_20220114_094924_24.jpg,164,202,89,118,lateral_esquerda
15111111_20220114_094924_29.jpg,165,205,90,119,lateral_esquerda
15111111_20220114_094924_41.jpg,172,206,92,119,lateral_esquerda
15111111_20220114_094924_18.jpg,154,203,88,114,lateral_esquerda
15111111_20220114_094924_40.jpg,172,208,91,115,lateral_esquerda
15111111_20220114_094924_8.jpg,117,205,91,114,lateral_esquerda
15111111_20220114_094924_28.jpg,164,202,91,120,lateral_esquerda
15111111_20220114_094924_36.jpg,166,206,92,117,lateral_esquerda
15111111_20220114_094924_43.jpg,171,208,92,116,lateral_esquerda
15111111_20220114_094924_19.jpg,155,200,93,120,lateral_esquerda
15111111_20220114_094924_2.jpg,121,204,86,112,lateral_esquerda
15111111_20220114_094924_25.jpg,163,202,91,118,lateral_esquerda
15111111_20220114_094924_21.jpg,161,200,92,120,lateral_esquerda
15111111_20220114_094924_38.jpg,169,205,92,118,lateral_esquerda
15111111_20220114_094924_22.jpg,163,200,90,120,lateral_esquerda
15111111_20220114_094924_27.jpg,164,202,89,118,lateral_esquerda
15111111_20220114_094924_37.jpg,169,205,92,116,lateral_esquerda
15111111_20220114_094924_35.jpg,162,203,93,118,lateral_esquerda
15111111_20220114_094924_7.jpg,118,206,90,114,lateral_esquerda
15111111_20220114_094924_32.jpg,165,206,88,115,lateral_esquerda
15111111_20220114_094924_3.jpg,117,204,91,113,lateral_esquerda
RNN5H10_20220108_185941_39.jpg,263,210,148,189,lateral_esquerda
RNN5H10_20220108_185941_26.jpg,224,192,157,203,lateral_esquerda
RNN5H10_20220108_185941_25.jpg,237,194,156,208,lateral_esquerda
RNN5H10_20220108_185941_41.jpg,253,203,154,195,lateral_esquerda
RNN5H10_20220108_185941_36.jpg,254,197,158,216,lateral_esquerda
RNN5H10_20220108_185941_19.jpg,229,182,151,201,lateral_esquerda
RNN5H10_20220108_185941_34.jpg,233,210,154,191,lateral_esquerda
RNN5H10_20220108_185941_20.jpg,235,198,148,194,lateral_esquerda
RNN5H10_20220108_185941_21.jpg,233,198,152,195,lateral_esquerda
RNN5H10_20220108_185941_22.jpg,237,199,154,200,lateral_esquerda
RNN5H10_20220108_185941_18.jpg,228,198,152,191,lateral_esquerda
RNN5H10_20220108_185941_37.jpg,263,207,150,202,lateral_esquerda
RNN5H10_20220108_185941_38.jpg,263,202,150,201,lateral_esquerda
RNN5H10_20220108_185941_23.jpg,239,200,152,199,lateral_esquerda
RNN5H10_20220108_185941_40.jpg,255,203,154,195,lateral_esquerda
QVV3C58_20220107_093718_27.jpg,68,127,110,143,lateral_direita
QVV3C58_20220107_093718_3.jpg,86,133,112,137,lateral_direita
QVV3C58_20220107_093718_54.jpg,82,126,120,141,lateral_direita
QVV3C58_20220107_093718_47.jpg,82,124,109,145,lateral_direita
QVV3C58_20220107_093718_9.jpg,88,132,106,146,lateral_direita
QVV3C58_20220107_093718_22.jpg,84,132,107,146,lateral_direita
QVV3C58_20220107_093718_50.jpg,91,130,108,135,lateral_direita
QVV3C58_20220107_093718_10.jpg,89,136,110,142,lateral_direita
QVV3C58_20220107_093718_29.jpg,62,134,108,150,lateral_direita
QVV3C58_20220107_093718_45.jpg,83,113,115,143,lateral_direita
QVV3C58_20220107_093718_38.jpg,60,118,113,155,lateral_direita
QVV3C58_20220107_093718_17.jpg,80,130,107,152,lateral_direita
QVV3C58_20220107_093718_18.jpg,81,129,106,153,lateral_direita
QVV3C58_20220107_093718_5.jpg,86,131,111,144,lateral_direita
QVV3C58_20220107_093718_23.jpg,88,125,118,142,lateral_direita
QVV3C58_20220107_093718_41.jpg,74,115,119,140,lateral_direita
QVV3C58_20220107_093718_14.jpg,86,131,114,142,lateral_direita
QVV3C58_20220107_093718_25.jpg,82,122,114,150,lateral_direita
QVV3C58_20220107_093718_21.jpg,82,131,108,147,lateral_direita
QVV3C58_20220107_093718_39.jpg,54,125,116,148,lateral_direita
QVV3C58_20220107_093718_34.jpg,66,126,109,149,lateral_direita
QVV3C58_20220107_093718_2.jpg,88,134,114,140,lateral_direita
QVV3C58_20220107_093718_49.jpg,93,130,105,136,lateral_direita
QVV3C58_20220107_093718_43.jpg,78,113,116,144,lateral_direita
QVV3C58_20220107_093718_20.jpg,77,131,109,149,lateral_direita
QVV3C58_20220107_093718_8.jpg,80,138,111,148,lateral_direita
QVV3C58_20220107_093718_52.jpg,85,129,115,138,lateral_direita
QVV3C58_20220107_093718_30.jpg,62,132,108,150,lateral_direita
QVV3C58_20220107_093718_48.jpg,84,126,108,142,lateral_direita
QVV3C58_20220107_093718_31.jpg,67,128,109,142,lateral_direita
QVV3C58_20220107_093718_33.jpg,65,128,109,142,lateral_direita
QVV3C58_20220107_093718_6.jpg,85,132,112,144,lateral_direita
QVV3C58_20220107_093718_28.jpg,65,128,111,142,lateral_direita
QVV3C58_20220107_093718_19.jpg,77,127,107,153,lateral_direita
QVV3C58_20220107_093718_26.jpg,79,123,113,150,lateral_direita
QVV3C58_20220107_093718_51.jpg,89,129,112,136,lateral_direita
QVV3C58_20220107_093718_37.jpg,63,113,110,146,lateral_direita
QVV3C58_20220107_093718_56.jpg,84,124,122,144,lateral_direita
QVV3C58_20220107_093718_36.jpg,67,124,113,145,lateral_direita
QVV3C58_20220107_093718_4.jpg,85,131,113,141,lateral_direita
QVV3C58_20220107_093718_44.jpg,76,111,119,144,lateral_direita
QVV3C58_20220107_093718_1.jpg,92,133,112,137,lateral_direita
QVV3C58_20220107_093718_40.jpg,55,124,116,148,lateral_direita
QVV3C58_20220107_093718_13.jpg,87,132,113,142,lateral_direita
QVV3C58_20220107_093718_15.jpg,86,128,110,145,lateral_direita
QVV3C58_20220107_093718_11.jpg,90,136,110,143,lateral_direita
QVV3C58_20220107_093718_32.jpg,66,126,109,143,lateral_direita
QVV3C58_20220107_093718_16.jpg,84,131,111,145,lateral_direita
QVV3C58_20220107_093718_12.jpg,90,132,110,143,lateral_direita
QVV3C58_20220107_093718_7.jpg,84,132,111,146,lateral_direita
QVV3C58_20220107_093718_53.jpg,85,128,115,140,lateral_direita
QVV3C58_20220107_093718_0.jpg,101,132,108,131,lateral_direita
QVV3C58_20220107_093718_24.jpg,89,116,115,144,lateral_direita
QVV3C58_20220107_093718_46.jpg,84,115,114,143,lateral_direita
QVV3C58_20220107_093718_42.jpg,77,115,118,141,lateral_direita
QVV3C58_20220107_093718_35.jpg,67,127,111,142,lateral_direita
6996SIS_20220105_135207_62.jpg,131,251,100,128,lateral_direita
6996SIS_20220105_135207_48.jpg,144,243,104,130,lateral_direita
6996SIS_20220105_135207_73.jpg,183,232,114,133,lateral_direita
6996SIS_20220105_135207_32.jpg,147,247,100,113,lateral_direita
6996SIS_20220105_135207_74.jpg,199,234,100,131,lateral_direita
6996SIS_20220105_135207_67.jpg,133,253,102,115,lateral_direita
6996SIS_20220105_135207_15.jpg,153,241,99,120,lateral_direita
6996SIS_20220105_135207_64.jpg,131,254,97,120,lateral_direita
6996SIS_20220105_135207_20.jpg,156,242,105,117,lateral_direita
